"","Produkt","Kategoria","Segment","Sprzedaz2013","Sprzedaz2014","Marza2013","Marza2014","Sztuki2013","Sztuki2014"
"5258","Produkt 2","Colour","Lip products","911","696",410,276,420,260
"5259","Produkt 7","Colour","Eye make-up","693","35",310,-7,258,12
"5260","Produkt 12","Colour","Facial make-up","534","405",239,176,241,187
"5261","Produkt 17","Colour","Nail products","897","314",402,109,350,117
"5262","Produkt 22","Colour","Lip products","22","391",8,148,10,187
"5263","Produkt 27","Colour","Eye make-up","999","636",448,243,378,267
"5264","Produkt 2","Colour","Facial make-up","176","559",79,196,75,214
"5265","Produkt 7","Colour","Nail products","260","338",116,99,119,140
"5266","Produkt 12","Colour","Lip products","889","1,043",399,427,443,398
"5267","Produkt 17","Colour","Eye make-up","661","736",296,307,317,362
"5268","Produkt 22","Colour","Facial make-up","695","230",312,70,298,78
"5269","Produkt 27","Colour","Nail products","769","76",344,4,318,35
"5270","Produkt 2","Colour","Lip products","764","797",343,318,381,323
"5271","Produkt 7","Colour","Eye make-up","957","716",429,253,374,276
"5272","Produkt 12","Colour","Facial make-up","268","648",119,225,105,276
"5273","Produkt 17","Colour","Nail products","62","790",27,325,22,299
"5274","Produkt 22","Colour","Lip products","80","352",34,109,29,130
"5275","Produkt 27","Colour","Eye make-up","543","713",243,257,213,328
"5276","Produkt 2","Colour","Facial make-up","940","219",421,60,435,98
"5277","Produkt 7","Colour","Nail products","998","889",449,357,370,320
"5278","Produkt 12","Colour","Lip products","839","38",376,-30,316,15
"5279","Produkt 17","Colour","Eye make-up","480","185",216,27,182,69
"5280","Produkt 22","Colour","Facial make-up","148","1,072",66,432,50,507
"5281","Produkt 27","Colour","Nail products","201","698",90,258,75,236
"5282","Produkt 2","Colour","Lip products","813","929",365,388,324,334
"5283","Produkt 7","Colour","Eye make-up","974","427",438,144,356,174
"5284","Produkt 12","Colour","Facial make-up","839","1,099",376,487,350,528
"5285","Produkt 17","Colour","Nail products","736","1,088",331,444,336,459
"5286","Produkt 22","Colour","Lip products","121","777",54,303,49,344
"5287","Produkt 27","Colour","Eye make-up","427","44",190,-25,159,15
"5288","Produkt 2","Colour","Facial make-up","254","298",114,92,109,108
"5289","Produkt 7","Colour","Nail products","841","289",378,92,314,120
"5290","Produkt 12","Colour","Lip products","480","855",215,357,229,392
"5291","Produkt 17","Colour","Eye make-up","257","847",116,315,104,356
"5292","Produkt 22","Colour","Facial make-up","574","509",258,173,226,214
"5293","Produkt 27","Colour","Nail products","933","185",418,55,352,75
"5294","Produkt 2","Colour","Lip products","873","744",393,285,342,256
"5295","Produkt 7","Colour","Eye make-up","59","1,030",25,442,27,367
"5296","Produkt 12","Colour","Facial make-up","987","564",444,213,369,209
"5297","Produkt 17","Colour","Nail products","593","187",267,23,199,76
"5298","Produkt 22","Colour","Lip products","88","513",38,187,32,201
"5299","Produkt 27","Colour","Eye make-up","388","8",174,-55,154,3
"5300","Produkt 2","Colour","Facial make-up","630","639",282,230,299,254
"5301","Produkt 7","Colour","Nail products","298","813",134,330,118,356
"5302","Produkt 12","Colour","Lip products","468","256",209,95,184,89
"5303","Produkt 17","Colour","Eye make-up","422","746",189,274,150,260
"5304","Produkt 22","Colour","Facial make-up","96","12",43,-15,35,4
"5305","Produkt 27","Colour","Nail products","723","858",323,335,357,337
"5306","Produkt 2","Colour","Lip products","613","1,027",275,437,208,424
"5307","Produkt 7","Colour","Eye make-up","531","147",238,-7,239,67
"5308","Produkt 12","Colour","Facial make-up","371","486",167,168,179,211
"5309","Produkt 17","Colour","Nail products","774","764",347,315,263,319
"5310","Produkt 22","Colour","Lip products","478","304",215,83,159,144
"5311","Produkt 27","Colour","Eye make-up","80","94",36,-24,39,36
"5312","Produkt 2","Colour","Facial make-up","207","239",93,30,95,114
"5313","Produkt 7","Colour","Nail products","631","382",283,140,229,132
"5314","Produkt 12","Colour","Lip products","891","454",401,194,373,175
"5315","Produkt 17","Colour","Eye make-up","652","708",292,284,321,312
"5316","Produkt 22","Colour","Facial make-up","577","141",258,50,224,67
"5317","Produkt 27","Colour","Nail products","191","737",84,310,88,283
"5318","Produkt 2","Colour","Lip products","592","181",265,27,233,88
"5319","Produkt 7","Colour","Eye make-up","721","896",323,378,267,304
"5320","Produkt 12","Colour","Facial make-up","975","652",439,231,361,322
"5321","Produkt 17","Colour","Nail products","451","400",203,123,222,171
"5322","Produkt 22","Colour","Lip products","46","214",20,61,22,73
"5323","Produkt 27","Colour","Eye make-up","490","194",220,54,233,79
"5324","Produkt 2","Colour","Facial make-up","413","885",185,332,171,390
"5325","Produkt 7","Colour","Nail products","587","735",264,286,254,260
"5326","Produkt 12","Colour","Lip products","13","963",4,400,5,360
"5327","Produkt 17","Colour","Eye make-up","246","536",109,204,107,248
"5328","Produkt 22","Colour","Facial make-up","626","828",280,362,212,346
"5329","Produkt 27","Colour","Nail products","173","284",77,67,66,121
"5330","Produkt 2","Colour","Lip products","927","874",417,325,353,370
"5331","Produkt 7","Colour","Eye make-up","5","1,099",2,470,2,528
"5332","Produkt 12","Colour","Facial make-up","268","372",120,136,91,132
"5333","Produkt 17","Colour","Nail products","841","105",377,35,382,50
"5334","Produkt 22","Colour","Lip products","17","42",7,-44,6,17
"5335","Produkt 27","Colour","Eye make-up","596","79",267,-14,205,29
"5336","Produkt 2","Colour","Facial make-up","379","464",170,182,142,165
"5337","Produkt 7","Colour","Nail products","509","711",227,278,226,293
"5338","Produkt 12","Colour","Lip products","129","1,048",57,423,51,499
"5339","Produkt 17","Colour","Eye make-up","813","249",365,100,378,90
"5340","Produkt 22","Colour","Facial make-up","885","771",396,319,321,302
"5341","Produkt 27","Colour","Nail products","820","277",368,83,308,124
"5342","Produkt 2","Colour","Lip products","17","622",6,259,8,230
"5343","Produkt 7","Colour","Eye make-up","870","395",390,152,430,162
"5344","Produkt 12","Colour","Facial make-up","256","871",114,321,89,421
"5345","Produkt 17","Colour","Nail products","814","716",366,273,286,296
"5346","Produkt 22","Colour","Lip products","704","660",317,241,321,239
"5347","Produkt 27","Colour","Eye make-up","495","390",222,126,184,135
"5348","Produkt 2","Colour","Facial make-up","880","503",394,175,344,247
"5349","Produkt 7","Colour","Nail products","178","1,058",80,448,76,499
"5350","Produkt 12","Colour","Lip products","974","27",438,6,414,10
"5351","Produkt 17","Colour","Eye make-up","880","343",396,105,414,167
"5352","Produkt 22","Colour","Facial make-up","586","356",263,123,223,159
"5353","Produkt 27","Colour","Nail products","765","1,005",344,422,350,478
"5354","Produkt 2","Colour","Lip products","804","112",360,-21,268,50
"5355","Produkt 7","Colour","Eye make-up","352","470",157,140,170,196
"5356","Produkt 12","Colour","Facial make-up","655","65",294,-20,291,30
"5357","Produkt 17","Colour","Nail products","86","109",38,32,32,52
"5358","Produkt 22","Colour","Lip products","689","1,060",309,465,289,424
"5359","Produkt 22","Colour","Facial make-up","976","936",438,361,352,356
"5360","Produkt 27","Colour","Nail products","767","330",344,112,268,110
"5361","Produkt 2","Colour","Lip products","751","897",337,372,271,414
"5362","Produkt 7","Colour","Eye make-up","520","106",232,2,248,42
"5363","Produkt 12","Colour","Facial make-up","928","1,018",416,399,365,485
"5364","Produkt 17","Colour","Nail products","540","82",243,-10,232,38
"5365","Produkt 22","Colour","Lip products","46","727",21,286,20,284
"5366","Produkt 27","Colour","Eye make-up","637","187",286,53,253,66
"5367","Produkt 2","Colour","Facial make-up","118","41",52,-40,42,14
"5368","Produkt 7","Colour","Nail products","498","787",222,304,215,364
"5369","Produkt 12","Colour","Lip products","334","537",149,204,136,230
"5370","Produkt 17","Colour","Eye make-up","322","1,099",144,461,139,420
"5371","Produkt 22","Colour","Facial make-up","85","312",36,97,33,134
"5372","Produkt 27","Colour","Nail products","871","757",392,323,362,271
"5373","Produkt 2","Colour","Lip products","111","1,031",50,436,45,380
"5374","Produkt 7","Colour","Eye make-up","493","893",220,383,235,375
"5375","Produkt 12","Colour","Facial make-up","965","1,017",434,391,464,430
"5376","Produkt 17","Colour","Nail products","685","148",307,19,336,53
"5377","Produkt 22","Colour","Lip products","161","1,019",72,415,69,440
"5378","Produkt 27","Colour","Eye make-up","863","879",388,327,339,334
"5379","Produkt 2","Colour","Facial make-up","860","618",387,236,351,282
"5380","Produkt 7","Colour","Nail products","735","1,015",330,413,326,356
"5381","Produkt 12","Colour","Lip products","8","72",2,-23,3,25
"5382","Produkt 17","Colour","Eye make-up","848","1,010",381,389,343,429
"5383","Produkt 22","Colour","Facial make-up","660","559",297,211,229,258
"5384","Produkt 27","Colour","Nail products","964","759",432,296,409,289
"5385","Produkt 2","Colour","Lip products","529","134",238,44,260,61
"5386","Produkt 7","Colour","Eye make-up","50","359",21,102,22,136
"5387","Produkt 12","Colour","Facial make-up","9","431",4,128,4,150
"5388","Produkt 17","Colour","Nail products","947","194",426,43,324,83
"5389","Produkt 22","Colour","Lip products","720","518",323,192,313,223
"5390","Produkt 27","Colour","Eye make-up","795","478",357,176,345,231
"5391","Produkt 2","Colour","Facial make-up","196","97",86,-31,74,43
"5392","Produkt 7","Colour","Nail products","959","725",431,280,359,277
"5393","Produkt 12","Colour","Lip products","629","266",283,51,244,90
"5394","Produkt 17","Colour","Eye make-up","324","283",144,69,154,127
"5395","Produkt 22","Colour","Facial make-up","139","892",62,341,68,425
"5396","Produkt 27","Colour","Nail products","565","451",252,133,189,156
"5397","Produkt 2","Colour","Lip products","185","966",83,408,68,405
"5398","Produkt 7","Colour","Eye make-up","655","203",294,50,322,80
"5399","Produkt 12","Colour","Facial make-up","693","251",311,61,311,106
"5400","Produkt 17","Colour","Nail products","857","895",385,343,296,345
"5401","Produkt 22","Colour","Lip products","115","953",50,368,48,473
"5402","Produkt 27","Colour","Eye make-up","123","1,020",55,436,61,405
"5403","Produkt 2","Colour","Facial make-up","787","195",352,24,268,83
"5404","Produkt 7","Colour","Nail products","567","47",254,-42,214,20
"5405","Produkt 12","Colour","Lip products","115","321",51,84,54,122
"5406","Produkt 17","Colour","Eye make-up","408","719",182,265,178,338
"5407","Produkt 22","Colour","Facial make-up","313","886",139,335,145,301
"5408","Produkt 27","Colour","Nail products","827","573",372,245,286,257
"5409","Produkt 2","Colour","Lip products","503","138",225,7,192,63
"5410","Produkt 7","Colour","Eye make-up","604","564",270,194,291,267
"5411","Produkt 12","Colour","Facial make-up","374","1,068",168,423,150,514
"5412","Produkt 17","Colour","Nail products","814","392",366,138,321,146
"5413","Produkt 22","Colour","Lip products","870","801",391,292,300,292
"5414","Produkt 27","Colour","Eye make-up","76","976",34,401,38,336
"5415","Produkt 2","Colour","Facial make-up","949","1,020",426,422,432,412
"5416","Produkt 7","Colour","Nail products","522","587",235,255,174,261
"5417","Produkt 12","Colour","Lip products","965","126",433,21,414,49
"5418","Produkt 17","Colour","Eye make-up","621","306",278,109,240,117
"5419","Produkt 22","Colour","Facial make-up","432","284",195,96,196,95
"5420","Produkt 27","Colour","Nail products","245","151",110,9,105,62
"5421","Produkt 2","Colour","Lip products","472","792",211,324,169,349
"5422","Produkt 7","Colour","Eye make-up","144","185",64,9,66,80
"5423","Produkt 12","Colour","Facial make-up","510","869",229,357,231,335
"5424","Produkt 17","Colour","Nail products","273","81",123,-22,109,32
"5425","Produkt 22","Colour","Lip products","96","43",43,-43,42,21
"5426","Produkt 27","Colour","Eye make-up","443","275",199,65,213,121
"5427","Produkt 2","Colour","Facial make-up","344","683",153,237,152,323
"5428","Produkt 7","Colour","Nail products","535","30",239,-37,212,13
"5429","Produkt 12","Colour","Lip products","754","512",337,209,357,233
"5430","Produkt 17","Colour","Eye make-up","522","1,063",235,434,251,529
"5431","Produkt 22","Colour","Facial make-up","184","166",81,27,66,69
"5432","Produkt 27","Colour","Nail products","232","670",104,238,103,232
"5433","Produkt 2","Colour","Lip products","840","481",378,175,294,211
"5434","Produkt 7","Colour","Eye make-up","905","495",406,184,417,205
"5435","Produkt 12","Colour","Facial make-up","115","500",51,173,45,170
"5436","Produkt 17","Colour","Nail products","689","364",309,140,269,169
"5437","Produkt 22","Colour","Lip products","895","290",401,70,435,109
"5438","Produkt 27","Colour","Eye make-up","25","137",11,-4,11,48
"5439","Produkt 2","Colour","Facial make-up","250","722",111,299,95,290
"5440","Produkt 7","Colour","Nail products","723","679",325,236,290,291
"5441","Produkt 12","Colour","Lip products","924","550",415,227,311,185
"5442","Produkt 17","Colour","Eye make-up","217","538",97,203,76,181
"5443","Produkt 22","Colour","Facial make-up","871","511",390,179,408,215
"5444","Produkt 27","Colour","Nail products","62","469",26,152,27,229
"5445","Produkt 2","Colour","Lip products","536","1,022",240,432,220,424
"5446","Produkt 7","Colour","Eye make-up","289","817",130,324,103,278
"5447","Produkt 12","Colour","Facial make-up","836","287",376,59,382,97
"5448","Produkt 17","Colour","Nail products","656","824",295,304,262,384
"5449","Produkt 22","Colour","Lip products","833","71",373,8,307,33
"5450","Produkt 27","Colour","Eye make-up","718","616",322,233,339,287
"5451","Produkt 2","Colour","Facial make-up","526","401",236,133,177,135
"5452","Produkt 7","Colour","Nail products","948","246",426,86,368,92
"5453","Produkt 12","Colour","Lip products","73","253",31,80,36,112
"5454","Produkt 17","Colour","Eye make-up","397","701",178,252,138,330
"5455","Produkt 22","Colour","Facial make-up","822","308",369,118,298,127
"5456","Produkt 27","Colour","Nail products","803","961",359,395,363,347
"5457","Produkt 2","Colour","Lip products","516","895",232,362,248,317
"5458","Produkt 7","Colour","Eye make-up","324","130",145,-10,140,44
"5459","Produkt 12","Colour","Facial make-up","249","1,008",110,384,95,450
"5460","Produkt 17","Colour","Nail products","314","129",141,-8,107,51
"5461","Produkt 22","Colour","Lip products","926","650",417,239,356,307
"5462","Produkt 27","Colour","Eye make-up","289","72",128,-15,142,25
"5463","Produkt 2","Colour","Facial make-up","715","142",320,-4,312,59
"5464","Produkt 7","Colour","Nail products","38","32",16,-35,18,16
"5465","Produkt 12","Colour","Lip products","164","136",73,3,63,58
"5466","Produkt 17","Colour","Eye make-up","248","438",111,152,93,199
"5467","Produkt 22","Colour","Facial make-up","389","1,013",175,411,168,383
"5468","Produkt 27","Colour","Nail products","435","846",195,326,215,299
"5469","Produkt 2","Colour","Lip products","970","857",435,331,482,365
"5470","Produkt 7","Colour","Eye make-up","395","1,046",177,443,145,394
"5471","Produkt 12","Colour","Facial make-up","254","52",114,-25,89,21
"5472","Produkt 17","Colour","Nail products","197","1,059",87,412,86,355
"5473","Produkt 22","Colour","Lip products","746","865",335,370,312,366
"5474","Produkt 27","Colour","Eye make-up","337","214",150,69,145,73
"5475","Produkt 2","Colour","Facial make-up","8","516",3,156,3,184
"5476","Produkt 7","Colour","Nail products","375","221",167,43,179,81
"5477","Produkt 12","Colour","Lip products","632","333",283,117,225,158
"5478","Produkt 17","Colour","Eye make-up","430","45",192,-24,178,20
"5479","Produkt 22","Colour","Facial make-up","320","672",142,243,131,319
"5480","Produkt 27","Colour","Nail products","768","530",346,196,296,215
"5481","Produkt 2","Colour","Lip products","163","1,065",73,467,82,487
"5482","Produkt 7","Colour","Eye make-up","522","333",234,128,196,164
"5483","Produkt 12","Colour","Facial make-up","964","797",433,328,331,380
"5484","Produkt 17","Colour","Nail products","961","818",431,349,339,280
"5485","Produkt 22","Colour","Lip products","757","737",340,325,280,311
"5486","Produkt 27","Colour","Eye make-up","414","258",185,96,172,96
"5487","Produkt 2","Colour","Facial make-up","482","51",216,-41,187,25
"5488","Produkt 12","Colour","Lip products","181","334",81,98,62,145
"5489","Produkt 17","Colour","Eye make-up","268","150",120,3,91,72
"5490","Produkt 22","Colour","Facial make-up","650","670",293,221,230,333
"5491","Produkt 27","Colour","Nail products","675","729",304,318,317,310
"5492","Produkt 2","Colour","Lip products","513","1,044",231,446,255,510
"5493","Produkt 7","Colour","Eye make-up","241","622",107,225,84,287
"5494","Produkt 12","Colour","Facial make-up","299","646",134,260,106,269
"5495","Produkt 17","Colour","Nail products","54","1,043",23,430,23,492
"5496","Produkt 22","Colour","Lip products","391","47",175,11,165,22
"5497","Produkt 27","Colour","Eye make-up","214","807",95,327,86,293
"5498","Produkt 2","Colour","Facial make-up","841","494",378,151,372,237
"5499","Produkt 7","Colour","Nail products","731","720",327,298,341,267
"5500","Produkt 12","Colour","Lip products","360","802",161,315,123,279
"5501","Produkt 17","Colour","Eye make-up","615","534",276,217,206,232
"5502","Produkt 22","Colour","Facial make-up","809","678",363,235,306,255
"5503","Produkt 27","Colour","Nail products","992","810",445,313,477,324
"5504","Produkt 2","Colour","Lip products","334","929",149,368,147,321
"5505","Produkt 7","Colour","Eye make-up","871","27",391,-8,324,13
"5506","Produkt 12","Colour","Facial make-up","620","708",278,275,248,309
"5507","Produkt 17","Colour","Nail products","711","729",319,266,324,338
"5508","Produkt 22","Colour","Lip products","887","535",398,209,348,258
"5509","Produkt 27","Colour","Eye make-up","725","62",326,-23,329,29
"5510","Produkt 2","Colour","Facial make-up","764","1,066",344,434,298,400
"5511","Produkt 7","Colour","Nail products","843","459",378,130,283,212
"5512","Produkt 12","Colour","Lip products","394","905",176,343,189,346
"5513","Produkt 17","Colour","Eye make-up","684","372",307,144,326,129
"5514","Produkt 22","Colour","Facial make-up","143","575",63,187,63,200
"5515","Produkt 27","Colour","Nail products","936","139",420,25,344,58
"5516","Produkt 2","Colour","Lip products","103","369",45,130,45,166
"5517","Produkt 7","Colour","Eye make-up","771","670",347,294,289,301
"5518","Produkt 12","Colour","Facial make-up","376","235",169,33,135,111
"5519","Produkt 17","Colour","Nail products","235","771",105,336,110,346
"5520","Produkt 22","Colour","Lip products","581","804",259,334,277,296
"5521","Produkt 27","Colour","Eye make-up","148","1,009",65,417,58,467
"5522","Produkt 2","Colour","Facial make-up","697","91",313,-29,248,42
"5523","Produkt 7","Colour","Nail products","250","537",111,221,108,243
"5524","Produkt 12","Colour","Lip products","16","634",7,244,6,227
"5525","Produkt 17","Colour","Eye make-up","168","281",75,80,82,110
"5526","Produkt 22","Colour","Facial make-up","661","587",297,228,325,251
"5527","Produkt 27","Colour","Nail products","523","761",234,293,246,258
"5528","Produkt 2","Colour","Lip products","956","949",430,360,464,353
"5529","Produkt 7","Colour","Eye make-up","840","700",378,261,358,258
"5530","Produkt 12","Colour","Facial make-up","313","468",139,153,146,165
"5531","Produkt 17","Colour","Nail products","501","627",224,249,249,219
"5532","Produkt 22","Colour","Lip products","183","184",82,62,71,77
"5533","Produkt 27","Colour","Eye make-up","769","397",345,117,301,178
"5534","Produkt 2","Colour","Facial make-up","207","285",93,99,97,137
"5535","Produkt 7","Colour","Nail products","163","186",73,81,59,80
"5536","Produkt 12","Colour","Lip products","314","870",141,356,128,387
"5537","Produkt 17","Colour","Eye make-up","182","453",82,128,66,167
"5538","Produkt 22","Colour","Facial make-up","171","432",76,135,70,203
"5539","Produkt 12","Colour","Facial make-up","210","629",93,271,105,288
"5540","Produkt 17","Colour","Nail products","634","175",284,45,241,67
"5541","Produkt 22","Colour","Lip products","993","948",446,368,395,325
"5542","Produkt 27","Colour","Eye make-up","619","640",278,256,298,247
"5543","Produkt 2","Colour","Facial make-up","957","230",430,36,444,80
"5544","Produkt 7","Colour","Nail products","974","718",439,292,339,272
"5545","Produkt 12","Colour","Lip products","439","609",196,247,191,225
"5546","Produkt 17","Colour","Eye make-up","671","681",301,290,244,335
"5547","Produkt 22","Colour","Facial make-up","390","783",175,320,143,310
"5548","Produkt 27","Colour","Nail products","701","1,059",315,463,341,414
"5549","Produkt 2","Colour","Lip products","494","305",221,113,172,115
"5550","Produkt 7","Colour","Eye make-up","967","575",435,256,344,252
"5551","Produkt 12","Colour","Facial make-up","38","481",16,179,14,236
"5552","Produkt 17","Colour","Nail products","757","899",340,341,255,329
"5553","Produkt 22","Colour","Lip products","233","734",105,292,106,330
"5554","Produkt 27","Colour","Eye make-up","497","835",222,342,185,309
"5555","Produkt 2","Colour","Facial make-up","474","186",212,63,183,67
"5556","Produkt 7","Colour","Nail products","456","761",205,315,158,363
"5557","Produkt 12","Colour","Lip products","601","166",269,40,255,57
"5558","Produkt 17","Colour","Eye make-up","481","403",216,128,206,171
"5559","Produkt 22","Colour","Facial make-up","284","191",126,43,103,66
"5560","Produkt 27","Colour","Nail products","52","135",22,11,22,47
"5561","Produkt 2","Colour","Lip products","398","492",178,192,140,240
"5562","Produkt 7","Colour","Eye make-up","148","714",66,316,63,326
"5563","Produkt 12","Colour","Facial make-up","184","882",81,324,82,393
"5564","Produkt 17","Colour","Nail products","535","550",241,223,181,259
"5565","Produkt 22","Colour","Lip products","875","474",393,165,402,226
"5566","Produkt 27","Colour","Eye make-up","927","301",416,84,400,147
"5567","Produkt 2","Colour","Facial make-up","521","591",233,219,224,217
"5568","Produkt 7","Colour","Nail products","271","545",122,233,98,255
"5569","Produkt 12","Colour","Lip products","264","279",118,84,90,108
"5570","Produkt 17","Colour","Eye make-up","975","506",438,176,475,196
"5571","Produkt 22","Colour","Facial make-up","447","456",200,160,187,158
"5572","Produkt 27","Colour","Nail products","186","228",84,38,72,79
"5573","Produkt 2","Colour","Lip products","441","455",197,150,190,204
"5574","Produkt 7","Colour","Eye make-up","543","884",243,344,194,306
"5575","Produkt 12","Colour","Facial make-up","946","673",424,247,343,315
"5576","Produkt 17","Colour","Nail products","520","312",233,87,201,106
"5577","Produkt 22","Colour","Lip products","485","277",218,96,177,119
"5578","Produkt 27","Colour","Eye make-up","606","987",272,396,279,468
"5579","Produkt 2","Colour","Facial make-up","872","925",392,364,401,312
"5580","Produkt 7","Colour","Nail products","77","514",33,189,27,187
"5581","Produkt 12","Colour","Lip products","3","917",1,366,1,406
"5582","Produkt 17","Colour","Eye make-up","79","192",35,30,39,83
"5583","Produkt 22","Colour","Facial make-up","427","811",191,348,198,360
"5584","Produkt 27","Colour","Nail products","458","628",205,248,219,282
"5585","Produkt 2","Colour","Lip products","865","497",388,168,297,173
"5586","Produkt 7","Colour","Eye make-up","536","305",241,79,225,140
"5587","Produkt 12","Colour","Facial make-up","242","830",108,349,86,369
"5588","Produkt 17","Colour","Nail products","901","814",404,348,327,365
"5589","Produkt 22","Colour","Lip products","77","339",34,109,28,167
"5590","Produkt 27","Colour","Eye make-up","643","976",288,381,297,379
"5591","Produkt 2","Colour","Facial make-up","651","925",292,349,250,385
"5592","Produkt 7","Colour","Nail products","140","163",62,52,60,66
"5593","Produkt 12","Colour","Lip products","507","933",228,365,197,318
"5594","Produkt 17","Colour","Eye make-up","529","938",238,407,228,352
"5595","Produkt 22","Colour","Facial make-up","832","503",374,188,411,183
"5596","Produkt 27","Colour","Nail products","862","725",387,301,343,341
"5597","Produkt 2","Colour","Lip products","608","164",273,6,298,60
"5598","Produkt 7","Colour","Eye make-up","654","980",293,418,265,352
"5599","Produkt 12","Colour","Facial make-up","775","485",348,181,259,183
"5600","Produkt 17","Colour","Nail products","773","217",347,45,365,74
"5601","Produkt 22","Colour","Lip products","339","519",152,192,127,229
"5602","Produkt 27","Colour","Eye make-up","617","345",277,115,304,133
"5603","Produkt 2","Colour","Facial make-up","795","932",357,337,275,404
"5604","Produkt 7","Colour","Nail products","69","397",31,159,32,176
"5605","Produkt 12","Colour","Lip products","436","412",196,133,166,193
"5606","Produkt 17","Colour","Eye make-up","728","1,019",326,445,257,412
"5607","Produkt 22","Colour","Facial make-up","641","125",288,-11,237,42
"5608","Produkt 27","Colour","Nail products","806","722",362,288,358,270
"5609","Produkt 2","Colour","Lip products","930","630",418,211,396,295
"5610","Produkt 7","Colour","Eye make-up","626","1,056",280,403,299,399
"5611","Produkt 12","Colour","Facial make-up","682","291",306,80,267,106
"5612","Produkt 17","Colour","Nail products","298","873",133,325,137,376
"5613","Produkt 22","Colour","Lip products","930","368",418,94,319,163
"5614","Produkt 27","Colour","Eye make-up","938","84",422,-5,440,30
"5615","Produkt 2","Colour","Facial make-up","851","1,040",382,440,385,370
"5616","Produkt 7","Colour","Nail products","106","294",47,76,40,100
"5617","Produkt 12","Colour","Lip products","893","348",400,123,409,174
"5618","Produkt 17","Colour","Eye make-up","508","1,034",228,428,247,395
"5619","Produkt 22","Colour","Facial make-up","598","651",267,251,234,303
"5620","Produkt 27","Colour","Nail products","42","10",18,-18,14,4
"5621","Produkt 2","Colour","Lip products","899","659",404,234,419,244
"5622","Produkt 7","Colour","Eye make-up","804","135",362,26,308,56
"5623","Produkt 12","Colour","Facial make-up","731","828",327,331,337,381
"5624","Produkt 17","Colour","Nail products","488","18",218,-53,218,6
"5625","Produkt 22","Colour","Lip products","456","858",205,327,169,292
"5626","Produkt 27","Colour","Eye make-up","707","542",318,186,262,249
"5627","Produkt 2","Colour","Facial make-up","116","1,052",51,413,47,374
"5628","Produkt 7","Colour","Nail products","999","205",449,50,474,85
"5629","Produkt 12","Colour","Lip products","809","318",362,96,310,140
"5630","Produkt 17","Colour","Eye make-up","393","812",176,308,190,277
"5631","Produkt 22","Colour","Facial make-up","741","550",333,211,348,236
"5632","Produkt 27","Colour","Nail products","85","989",38,392,31,489
"5633","Produkt 2","Colour","Lip products","406","769",181,267,197,384
"5634","Produkt 7","Colour","Eye make-up","407","36",183,-4,136,15
"5635","Produkt 12","Colour","Facial make-up","503","983",225,385,226,463
"5636","Produkt 17","Colour","Nail products","462","534",207,188,217,180
"5637","Produkt 22","Colour","Lip products","451","1,090",201,455,206,442
"5638","Produkt 27","Colour","Eye make-up","867","854",390,352,343,346
"5639","Produkt 2","Colour","Facial make-up","932","695",418,269,375,278
"5640","Produkt 7","Colour","Nail products","251","699",113,250,88,278
"5641","Produkt 12","Colour","Lip products","671","35",301,-27,269,13
"5642","Produkt 17","Colour","Eye make-up","238","937",106,371,95,387
"5643","Produkt 22","Colour","Facial make-up","120","446",53,177,54,182
"5644","Produkt 27","Colour","Nail products","946","783",424,281,366,336
"5645","Produkt 2","Colour","Lip products","892","212",400,63,301,74
"5646","Produkt 7","Colour","Eye make-up","925","848",415,329,339,383
"5647","Produkt 12","Colour","Facial make-up","186","35",83,-38,82,16
"5648","Produkt 17","Colour","Nail products","794","106",356,15,272,52
"5649","Produkt 7","Colour","Eye make-up","935","635",421,242,347,220
"5650","Produkt 12","Colour","Facial make-up","144","660",65,233,55,297
"5651","Produkt 17","Colour","Nail products","569","575",255,237,197,208
"5652","Produkt 22","Colour","Lip products","437","221",195,52,157,85
"5653","Produkt 27","Colour","Eye make-up","602","349",270,99,269,125
"5654","Produkt 2","Colour","Facial make-up","61","547",26,172,22,213
"5655","Produkt 7","Colour","Nail products","788","143",353,31,354,57
"5656","Produkt 12","Colour","Lip products","174","664",78,230,71,226
"5657","Produkt 17","Colour","Eye make-up","546","315",245,87,193,132
"5658","Produkt 22","Colour","Facial make-up","418","833",188,312,203,314
"5659","Produkt 27","Colour","Nail products","113","897",49,334,43,394
"5660","Produkt 2","Colour","Lip products","308","862",137,369,135,304
"5661","Produkt 7","Colour","Eye make-up","302","300",135,96,124,132
"5662","Produkt 12","Colour","Facial make-up","206","156",92,34,76,64
"5663","Produkt 17","Colour","Nail products","116","1,052",50,431,40,463
"5664","Produkt 22","Colour","Lip products","637","1,065",286,403,254,362
"5665","Produkt 27","Colour","Eye make-up","60","759",26,322,20,343
"5666","Produkt 2","Colour","Facial make-up","112","129",49,5,41,57
"5667","Produkt 7","Colour","Nail products","912","679",410,262,392,270
"5668","Produkt 12","Colour","Lip products","535","115",240,5,195,54
"5669","Produkt 17","Colour","Eye make-up","518","222",232,37,173,90
"5670","Produkt 22","Colour","Facial make-up","201","33",90,-38,70,14
"5671","Produkt 27","Colour","Nail products","252","528",112,199,113,236
"5672","Produkt 2","Colour","Lip products","960","599",431,251,455,221
"5673","Produkt 7","Colour","Eye make-up","947","241",426,46,429,118
"5674","Produkt 12","Colour","Facial make-up","759","442",342,168,362,174
"5675","Produkt 17","Colour","Nail products","530","86",238,24,258,34
